rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate
8.440417099999996,338325,167,0.05,2022,1200,942.08,82081,0.10220210999250412,0.00025
17.246932779999998,340457,168,0.05,2021,1204,931.89,82614,0.14906176924705505,0.00025
28.11021676,342847,169,0.05,2019,1208,915.79,83211,0.08202052861452103,0.00025
38.61885404999999,344181,170,0.05,2019,1212,889.13,83545,0.1179717406630516,0.00025
46.72231892,346610,171,0.05,2017,1216,873.42,84152,0.14303739368915558,0.00025
55.01049210000001,349477,173,0.05,2015,1220,862.09,84869,0.7261489033699036,0.00025
64.33592553000001,351154,174,0.05,2014,1224,838.86,85288,0.09182539582252502,0.00025
77.10057985,352393,175,0.05,2013,1228,811.25,85598,0.10793650150299072,0.00025
86.63652144,354482,176,0.05,2009,1232,792.14,86120,0.07589849829673767,0.00025
96.28469823999998,356024,177,0.05,2008,1236,767.56,86505,0.11632542312145233,0.00025
106.54482928000002,357629,178,0.05,2006,1240,743.61,86907,1.0575977563858032,0.00025
117.21572708,358768,178,0.05,2005,1244,715.0,87191,0.9587540030479431,0.00025
127.44287753,360249,179,0.05,2003,1248,689.81,87562,0.3078826069831848,0.00025
136.13845501,362639,181,0.05,1998,1252,673.71,88159,0.1059807538986206,0.00025
146.38506675,364693,182,0.05,1993,1256,654.25,88673,0.10744762420654297,0.00025
157.70131831999998,366326,183,0.05,1991,1260,630.58,89081,0.7640038132667542,0.00025
167.94705266,367609,184,0.05,1991,1264,603.41,89402,0.10870513319969177,0.00025
178.86702860000008,368980,185,0.05,1990,1268,577.12,89744,0.06784918904304504,0.00025
186.98270486000004,370120,186,0.05,1988,1272,556.83,90029,0.1060052216053009,0.00025
194.56645088000002,371213,186,0.05,1988,1276,536.7,90303,0.15131910145282745,0.00025
205.67611256000004,372754,187,0.05,1987,1280,512.11,90688,0.7390280365943909,0.00025
216.94373737,374275,188,0.05,1984,1284,487.32,91068,1.056983232498169,0.00025
225.89424748999997,375777,189,0.05,1984,1288,466.52,91444,0.29624637961387634,0.00025
234.99879392999995,377264,190,0.05,1983,1292,444.15,91815,0.10769256949424744,0.00025
237.4522611,378797,191,0.05,1982,1296,436.2,92199,0.18024714291095734,0.00025
244.54287822000003,379961,191,0.05,1982,1300,416.36,92490,0.13583220541477203,0.00025
247.25558292000002,381321,192,0.05,1981,1304,408.64,92830,0.09280114620923996,0.00025
247.97784111999997,382870,193,0.05,1980,1308,400.23,93217,0.16733361780643463,0.00025
248.23586845000003,384549,194,0.05,1979,1312,403.68,93637,0.5557100176811218,0.00025
251.4076155,386391,195,0.05,1979,1316,397.81,94097,0.8687732219696045,0.00025
255.14308453,387716,195,0.05,1978,1320,382.39,94428,0.0826650857925415,0.00025
255.28970614999997,389285,196,0.05,1977,1324,381.31,94821,0.10931571573019028,0.00025
252.98763672999996,391209,197,0.05,1977,1328,388.16,95302,0.08533144742250443,0.00025
253.42543100999998,392850,198,0.05,1976,1332,383.68,95712,1.3596551418304443,0.00025
254.70103645,394393,199,0.05,1975,1336,383.69,96098,1.3822791576385498,0.00025
253.25423566,396735,200,0.05,1974,1340,391.06,96683,0.26697129011154175,0.00025
254.10812965000002,397942,201,0.05,1973,1344,391.74,96985,0.6608195900917053,0.00025
254.12409054,399168,202,0.05,1973,1348,389.19,97291,0.1433647871017456,0.00025
