time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/std,train/n_updates,train/entropy_loss,train/clip_fraction,train/value_loss,train/loss,train/clip_range,train/approx_kl,eval/mean_ep_length,eval/mean_reward
2631,68,-889.5961620300001,200.0,180224,88,0.0003,-0.004179146257229149,0.8621976375579834,0.740529477596283,870,-1.1268952317535876,0.05791015625,137.30552651882172,75.782470703125,0.2,0.005462503,,
2631,69,-869.0016976399999,200.0,182272,89,0.0003,-0.006108448216400575,0.8452968597412109,0.730599045753479,880,-1.110669757425785,0.056201171875,199.29078509807587,82.58134460449219,0.2,0.0065831365,,
2631,70,-842.61454393,200.0,184320,90,0.0003,-0.005994578715763055,0.8562659621238708,0.72227942943573,890,-1.0994692772626877,0.065234375,224.2514358282089,111.14535522460938,0.2,0.0065347045,,
2631,70,-809.39710087,200.0,186368,91,0.0003,-0.008407448288198793,0.8854695558547974,0.7161200046539307,900,-1.0889416884630918,0.073193359375,280.32960896492006,113.60102081298828,0.2,0.008458257,,
2631,71,-780.9272036300001,200.0,188416,92,0.0003,-0.008741364665911532,0.8757622838020325,0.705419659614563,910,-1.076477076858282,0.0705078125,303.69078998565675,128.90472412109375,0.2,0.006383459,,
2629,72,-751.1869133200001,200.0,190464,93,0.0003,-0.004545139087713324,0.8641735315322876,0.7003024816513062,920,-1.0669825684279204,0.034912109375,375.9532762527466,109.29915618896484,0.2,0.005984453,,
2630,73,-711.6606953300001,200.0,192512,94,0.0003,-0.009342413424747065,0.8921225070953369,0.6912329196929932,930,-1.0557860732078552,0.078173828125,388.92013664245604,173.1245880126953,0.2,0.006947919,,
2629,73,-661.22833407,200.0,194560,95,0.0003,-0.008492003481660505,0.8766032457351685,0.6755360960960388,940,-1.0373209722340107,0.0806640625,534.0743403434753,275.3817138671875,0.2,0.0070208623,,
2628,74,-617.86774361,200.0,196608,96,0.0003,-0.005490162838395918,0.9200165867805481,0.6654858589172363,950,-1.0189220819622278,0.052783203125,369.69008626937864,171.4659881591797,0.2,0.0069553545,,
2629,75,-565.06380782,200.0,198656,97,0.0003,-0.003817781250108965,0.9543594121932983,0.6615409851074219,960,-1.0073375027626752,0.050341796875,322.4349960565567,77.93416595458984,0.2,0.005883399,,
,,,,200000,,0.0003,-0.008397634585708146,0.9555449485778809,0.6529673933982849,970,-0.9988895662128925,0.05732421875,304.8480314731598,77.22559356689453,0.2,0.004055946,200.0,-246.7865992448591
2623,76,-531.76342626,200.0,200704,98,,,,,,,,,,,,,
2621,77,-496.1469017900001,200.0,202752,99,0.0003,-0.0045966119796503335,0.97076815366745,0.6535284519195557,980,-0.9922784293070436,0.102099609375,283.60742795467377,101.11409759521484,0.2,0.006691738,,
2619,78,-452.71903520000006,200.0,204800,100,0.0003,-0.004365575654082932,0.9232994318008423,0.6384497284889221,990,-0.982620190270245,0.054541015625,373.98092765808104,140.22926330566406,0.2,0.004773817,,
2619,78,-426.97554063999996,200.0,206848,101,0.0003,-0.004259207590803271,0.9625160098075867,0.6374803185462952,1000,-0.9690698143094778,0.050830078125,306.58868820667266,85.2288589477539,0.2,0.0045833173,,
2617,79,-397.87239389,200.0,208896,102,0.0003,-0.0022223279360332527,0.9661213159561157,0.6515725255012512,1010,-0.9798888958990574,0.035009765625,233.00093853473663,53.291465759277344,0.2,0.0041728364,,
2615,80,-368.92850374,200.0,210944,103,0.0003,-0.0007234805962070823,0.924938976764679,0.6426690816879272,1020,-0.9829247105866671,0.054296875,331.56666123867035,205.31260681152344,0.2,0.0037347309,,
2613,81,-353.82732982,200.0,212992,104,0.0003,-0.004758770910120802,0.9431979060173035,0.641767680644989,1030,-0.9753662263974547,0.04853515625,386.1050263643265,150.67422485351562,0.2,0.004206451,,
2613,82,-343.8694577500001,200.0,215040,105,0.0003,-0.0021576171871856785,0.964474081993103,0.6403730511665344,1040,-0.9725781852379441,0.05478515625,175.42376296520234,128.261474609375,0.2,0.007561575,,
2612,83,-343.23452382000005,200.0,217088,106,0.0003,-0.005560578592849197,0.974409282207489,0.639013409614563,1050,-0.9726173542439938,0.081982421875,108.93567124605178,55.47441864013672,0.2,0.0083310995,,
2611,83,-324.55508274,200.0,219136,107,0.0003,-0.00425019158719806,0.9663126468658447,0.6404832005500793,1060,-0.9719442574307322,0.037158203125,155.6522978901863,63.188270568847656,0.2,0.00502735,,
2610,84,-316.50669669,200.0,221184,108,0.0003,-0.003498339999350719,0.9797982573509216,0.6541607975959778,1070,-0.9843228803947568,0.11748046875,37.89150746613741,6.365375518798828,0.2,0.010894777,,
2610,85,-346.6178117000001,200.0,223232,109,0.0003,-0.0015436381865583826,0.9181953072547913,0.6479800939559937,1080,-0.9907049030065537,0.059423828125,240.28115463256836,55.45756912231445,0.2,0.006765616,,
,,,,225000,,0.0003,-0.003995639817730989,0.8518631458282471,0.6472089290618896,1090,-0.984280763566494,0.0337890625,692.3313937187195,270.1727600097656,0.2,0.0030988404,200.0,-313.04109592981183
2606,86,-349.44328606999994,200.0,225280,110,,,,,,,,,,,,,
2606,87,-349.51607258,200.0,227328,111,0.0003,-0.003210400143871084,0.8810544013977051,0.6521422863006592,1100,-0.9873089496046304,0.027880859375,653.1895551204682,269.62921142578125,0.2,0.0029439398,,
2606,88,-346.22902517999995,200.0,229376,112,0.0003,-0.00484924940392375,0.9397613406181335,0.6496841311454773,1110,-0.9895198598504067,0.034765625,460.18609800338743,111.14149475097656,0.2,0.002803841,,
2606,88,-347.29358439000004,200.0,231424,113,0.0003,-0.00840372865422978,0.9406608939170837,0.6520862579345703,1120,-0.989760865457356,0.1197265625,241.5106097996235,159.07469177246094,0.2,0.008804759,,
2606,89,-332.55426485,200.0,233472,114,0.0003,-0.007188350729120429,0.9241297841072083,0.6556996703147888,1130,-0.9934270797297359,0.052001953125,406.5160677433014,126.58594512939453,0.2,0.004625326,,
2607,90,-332.5676667700001,200.0,235520,115,0.0003,-0.0003391948783246335,0.9479102492332458,0.6453067660331726,1140,-0.9887388858944177,0.055126953125,95.7459067851305,24.794252395629883,0.2,0.0046383385,,
2607,91,-318.82494647,200.0,237568,116,0.0003,-0.0029457103519234806,0.9768865704536438,0.6293807625770569,1150,-0.9697375446557999,0.059765625,70.54955213069915,17.248655319213867,0.2,0.004758848,,
2607,91,-318.75457872,200.0,239616,117,0.0003,-0.0008828321195323951,0.9577968716621399,0.6049773097038269,1160,-0.93774602599442,0.05087890625,30.407617803290485,10.366500854492188,0.2,0.005350179,,
