Algorithm,Episode,Step,DistanceError
Meta-LSTM PPO,5,44,4.259204449934786
Meta-LSTM PPO,5,45,4.7787749997711995
Meta-LSTM PPO,5,46,5.1680018969087
Meta-LSTM PPO,5,47,5.299028655713724
Meta-LSTM PPO,5,48,5.1059479721648815
Meta-LSTM PPO,5,49,4.7373527796721255
Meta-LSTM PPO,5,50,0.33481117874200933
Meta-LSTM PPO,6,1,1.3446753453623024
Meta-LSTM PPO,6,2,2.287525335651548
Meta-LSTM PPO,6,3,2.950196558099483
Meta-LSTM PPO,6,4,3.4773647659243645
Meta-LSTM PPO,6,5,3.853023425141
Meta-LSTM PPO,6,6,4.081315429857081
Meta-LSTM PPO,6,7,4.188106254525313
Meta-LSTM PPO,6,8,4.191461156702074
Meta-LSTM PPO,6,9,4.039982625526926
Meta-LSTM PPO,6,10,3.6110978472667186
Meta-LSTM PPO,6,11,2.963752798970303
Meta-LSTM PPO,6,12,2.4036829933538213
Meta-LSTM PPO,6,13,2.164250876547478
Meta-LSTM PPO,6,14,2.215620432277796
Meta-LSTM PPO,6,15,2.2623290832298073
Meta-LSTM PPO,6,16,1.9373452415529975
Meta-LSTM PPO,6,17,1.4795294428401766
Meta-LSTM PPO,6,18,1.296888498303636
Meta-LSTM PPO,6,19,1.1129878424156538
Meta-LSTM PPO,6,20,1.128640868669834
Meta-LSTM PPO,6,21,1.4078097979435826
Meta-LSTM PPO,6,22,1.7552662834778217
Meta-LSTM PPO,6,23,1.8918665011139464
Meta-LSTM PPO,6,24,1.79172177786073
Meta-LSTM PPO,6,25,1.4699682755864394
Meta-LSTM PPO,6,26,1.0868402215815685
Meta-LSTM PPO,6,27,0.8393494108595385
Meta-LSTM PPO,6,28,0.8997618398977922
Meta-LSTM PPO,6,29,1.006043892137011
Meta-LSTM PPO,6,30,0.9319222096554786
Meta-LSTM PPO,6,31,0.6980778755368657
Meta-LSTM PPO,6,32,0.4422394533161237
Meta-LSTM PPO,6,33,0.3231671689938766
Meta-LSTM PPO,6,34,0.3647257256568674
Meta-LSTM PPO,6,35,0.398707122596508
Meta-LSTM PPO,6,36,0.3715866071073001
Meta-LSTM PPO,6,37,0.3234330007003741
Meta-LSTM PPO,6,38,0.269786205115711
Meta-LSTM PPO,6,39,0.2466938617543371
Meta-LSTM PPO,6,40,0.3440945228623101
Meta-LSTM PPO,6,41,0.4597652766922652
Meta-LSTM PPO,6,42,0.5278075565029239
Meta-LSTM PPO,6,43,0.5496815632521017
Meta-LSTM PPO,6,44,0.5503277588437945
Meta-LSTM PPO,6,45,0.5241990488388472
Meta-LSTM PPO,6,46,0.5163877655552721
Meta-LSTM PPO,6,47,0.5923863515708195
Meta-LSTM PPO,6,48,0.6658876985398173
Meta-LSTM PPO,6,49,0.6010836334077602
Meta-LSTM PPO,6,50,0.3633037755825128
Meta-LSTM PPO,7,1,1.3810423919471686
Meta-LSTM PPO,7,2,2.543133834242345
Meta-LSTM PPO,7,3,3.311740421024448
Meta-LSTM PPO,7,4,3.93421881562976
Meta-LSTM PPO,7,5,4.572974325538252
Meta-LSTM PPO,7,6,5.134391435115836
Meta-LSTM PPO,7,7,5.297053757095087
Meta-LSTM PPO,7,8,5.170749995481478
Meta-LSTM PPO,7,9,5.057854214531472
Meta-LSTM PPO,7,10,5.067074002482264
Meta-LSTM PPO,7,11,5.109903591002069
Meta-LSTM PPO,7,12,5.104660009656672
Meta-LSTM PPO,7,13,5.107656459477526
Meta-LSTM PPO,7,14,5.26051728952324
Meta-LSTM PPO,7,15,5.472781411119742
Meta-LSTM PPO,7,16,5.499999902903147
Meta-LSTM PPO,7,17,5.26067970677988
Meta-LSTM PPO,7,18,4.851372407774256
Meta-LSTM PPO,7,19,4.343788640470434
Meta-LSTM PPO,7,20,3.924893502621133
Meta-LSTM PPO,7,21,3.7357790366642365
Meta-LSTM PPO,7,22,3.74700996977659
Meta-LSTM PPO,7,23,3.826653637929624
Meta-LSTM PPO,7,24,3.888256880802765
Meta-LSTM PPO,7,25,3.9333326464181164
Meta-LSTM PPO,7,26,3.9341100151039172
Meta-LSTM PPO,7,27,3.92323506641612
Meta-LSTM PPO,7,28,3.9277164419153188
Meta-LSTM PPO,7,29,3.9389855189717653
Meta-LSTM PPO,7,30,3.9869028660975556
Meta-LSTM PPO,7,31,4.069506238395863
Meta-LSTM PPO,7,32,4.0878408892845215
Meta-LSTM PPO,7,33,4.007332302891669
Meta-LSTM PPO,7,34,3.8789289116013124
Meta-LSTM PPO,7,35,3.75932939542596
Meta-LSTM PPO,7,36,3.539501244414734
Meta-LSTM PPO,7,37,3.283256201509653
Meta-LSTM PPO,7,38,3.305175172008342
Meta-LSTM PPO,7,39,3.4427783960381153
Meta-LSTM PPO,7,40,3.4415005363717004
Meta-LSTM PPO,7,41,3.565803535338816
Meta-LSTM PPO,7,42,3.8579606474588704
Meta-LSTM PPO,7,43,4.041598940830521
Meta-LSTM PPO,7,44,3.941252815487052
Meta-LSTM PPO,7,45,3.7528970071909753
Meta-LSTM PPO,7,46,3.5442827929416287
Meta-LSTM PPO,7,47,3.34386536946522
Meta-LSTM PPO,7,48,3.0715371439685137
Meta-LSTM PPO,7,49,2.906751164602845
Meta-LSTM PPO,7,50,0.37759484210264416
Meta-LSTM PPO,8,1,0.9541496978562152
Meta-LSTM PPO,8,2,1.8029575375077584
Meta-LSTM PPO,8,3,2.497571233896829
Meta-LSTM PPO,8,4,3.0165303381919135
Meta-LSTM PPO,8,5,3.485745715752614
Meta-LSTM PPO,8,6,4.077380626257327
Meta-LSTM PPO,8,7,4.766265088958902
Meta-LSTM PPO,8,8,5.484467519616001
Meta-LSTM PPO,8,9,6.183359822496489
Meta-LSTM PPO,8,10,6.855268116082313
Meta-LSTM PPO,8,11,7.491471407621349
Meta-LSTM PPO,8,12,8.069970066141234
Meta-LSTM PPO,8,13,8.586594037775699
Meta-LSTM PPO,8,14,9.049403382003746
Meta-LSTM PPO,8,15,9.440829529777083
Meta-LSTM PPO,8,16,9.744894579041922
Meta-LSTM PPO,8,17,9.986055239160759
Meta-LSTM PPO,8,18,10.19648055830212
Meta-LSTM PPO,8,19,10.338260600333868
Meta-LSTM PPO,8,20,10.345847910867887
Meta-LSTM PPO,8,21,10.240951740599797
Meta-LSTM PPO,8,22,10.092446666834611
Meta-LSTM PPO,8,23,9.913118283462932
Meta-LSTM PPO,8,24,9.72481311862706
Meta-LSTM PPO,8,25,9.566143319605885
Meta-LSTM PPO,8,26,8.33059702755004
Meta-LSTM PPO,8,27,5.686021031359174
Meta-LSTM PPO,8,28,6.066339102508085
Meta-LSTM PPO,8,29,6.4621575429320055
Meta-LSTM PPO,8,30,6.830623014739398
Meta-LSTM PPO,8,31,7.0792668729598605
Meta-LSTM PPO,8,32,7.137472837283674
Meta-LSTM PPO,8,33,7.0098573257879275
Meta-LSTM PPO,8,34,7.009819160414454
Meta-LSTM PPO,8,35,7.11761378297113
Meta-LSTM PPO,8,36,7.240924410145411
Meta-LSTM PPO,8,37,7.421855353891562
Meta-LSTM PPO,8,38,7.745988759439998
Meta-LSTM PPO,8,39,8.280706725966061
Meta-LSTM PPO,8,40,8.947977472113132
Meta-LSTM PPO,8,41,9.63578288419767
Meta-LSTM PPO,8,42,10.289987758246552
Meta-LSTM PPO,8,43,10.856081883034648
Meta-LSTM PPO,8,44,11.250548380545526
Meta-LSTM PPO,8,45,11.444703553149969
Meta-LSTM PPO,8,46,11.45399800514614
Meta-LSTM PPO,8,47,11.281788343495112
Meta-LSTM PPO,8,48,10.971470906508861
Meta-LSTM PPO,8,49,10.599839971182469
Meta-LSTM PPO,8,50,0.10592676767012482
Meta-LSTM PPO,9,1,1.324374805950412
Meta-LSTM PPO,9,2,2.454352702900853
Meta-LSTM PPO,9,3,3.2276809702397093
Meta-LSTM PPO,9,4,3.631898737562881
Meta-LSTM PPO,9,5,3.8347125452417417
Meta-LSTM PPO,9,6,3.9504859015744502
Meta-LSTM PPO,9,7,4.0394967005157945
Meta-LSTM PPO,9,8,4.1062720596784485
Meta-LSTM PPO,9,9,4.084377571004075
Meta-LSTM PPO,9,10,3.8436935532814966
Meta-LSTM PPO,9,11,3.4828743131290785
Meta-LSTM PPO,9,12,3.2007978137715574
Meta-LSTM PPO,9,13,3.0681336813113043
Meta-LSTM PPO,9,14,2.843312934428463
Meta-LSTM PPO,9,15,2.341915744585096
Meta-LSTM PPO,9,16,2.0531461468973693
Meta-LSTM PPO,9,17,2.1898177585692027
Meta-LSTM PPO,9,18,2.142829842033894
Meta-LSTM PPO,9,19,1.9954290886411183
Meta-LSTM PPO,9,20,1.9601150267014757
Meta-LSTM PPO,9,21,2.0607005890115517
Meta-LSTM PPO,9,22,2.3420329479209876
Meta-LSTM PPO,9,23,2.529350069859599
Meta-LSTM PPO,9,24,2.51467568214741
Meta-LSTM PPO,9,25,2.4447769692487573
Meta-LSTM PPO,9,26,2.343553101082463
Meta-LSTM PPO,9,27,2.335962656235894
Meta-LSTM PPO,9,28,2.458531040442524
Meta-LSTM PPO,9,29,2.5559897112727836
Meta-LSTM PPO,9,30,2.5023953289940097
Meta-LSTM PPO,9,31,2.2912081051618567
Meta-LSTM PPO,9,32,1.987268049925684
Meta-LSTM PPO,9,33,1.6528622961630142
Meta-LSTM PPO,9,34,1.3590182752889461
Meta-LSTM PPO,9,35,1.1609525191467707
Meta-LSTM PPO,9,36,1.083108993773411
Meta-LSTM PPO,9,37,1.098342363668437
Meta-LSTM PPO,9,38,1.0869901096834818
Meta-LSTM PPO,9,39,0.9268599022788842
Meta-LSTM PPO,9,40,0.5537939481464283
Meta-LSTM PPO,9,41,0.13639029729885713
Meta-LSTM PPO,9,42,0.12300051692112039
Meta-LSTM PPO,9,43,0.04856863041141963
Meta-LSTM PPO,9,44,0.4608669257449899
Meta-LSTM PPO,9,45,0.7809553389658482
Meta-LSTM PPO,9,46,0.856245356713725
Meta-LSTM PPO,9,47,0.5509736842839393
Meta-LSTM PPO,9,48,0.20564740237627754
Meta-LSTM PPO,9,49,0.06979137089750759
Meta-LSTM PPO,9,50,0.08507716920703005
